id,title,contentId,top_1,sim_1,top_2,sim_2,top_3,sim_3,top_4,sim_4,top_5,sim_5
439,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone",6583734846225935852,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.2951252424850869,Simples assim,0.2755867155073482,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.2721757413934738,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.2659477225693536,Séries com lições sobre empreendedorismo: As 7 melhores!,0.264461278281276
440,Performance Testing in a Nutshell,-4562218760600603086,Microservices testing,0.3264471416087765,Setting and Calculating a Web Performance Budget,0.30546416200315696,7 Mistakes Most Beginners Make When A/B Testing,0.30402709141100953,Firebase Test Lab for Android,0.28006240840026725,Cookbook,0.2687255642151674
441,Deputada mais jovem da Câmara silencia o plenário com lucidez do discurso (veja o vídeo),3689128258624052102,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão,0.17218042613533932,TEDxSãoPaulo,0.16188014293652664,A saga do jovem CEO da Dasa,0.16151589036706376,Teori afasta Eduardo Cunha do mandato na Câmara,0.1593563971510926,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",0.15215788897725702
442,DTCC CEO Addresses Blockchain Disruption in Annual Shareholder Letter - CoinDesk,-3211843544085892873,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,0.3686149115440829,Blockchain Huge Potential For The Insurance Industry,0.18023630532090462,Wall Street Goes Big on Bitcoin Tech,0.1754674514920757,How Blockchain Technology Can Improve the Insurance Industry,0.17483640599856798,Confused by blockchains? Revolution vs Evolution,0.17393157467765719
443,Nespresso,-6009377241272750648,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,0.2520914174997566,Dicas para aumentar produtividade: 14 dicas incríveis.,0.24143285851274937,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.23690516717807455,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,0.23656010805569502,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.2351384736877279
444,Ethereum Used for 'First' Paid Energy Trade Using Blockchain Tech - CoinDesk,230807360572081472,Portugal runs for four days straight on renewable energy alone,0.21671634603989925,Five Bitcoin and Ethereum Based Projects to Watch in 2016 - Blockchain Investment Vehicles,0.1951491124504263,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk,0.18480075471300633,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,0.1547802139109988,"Google unleashes DeepMind on energy-hungry datacenter, cutting cooling bill by 40 percent",0.15451669743399354
445,DualShock 4 Repair,3569727790804487273,Inside The iPhone 7: Why Apple Killed The Headphone Jack,0.05171471978779063,Apple Invites Media to 'Hello Again' October 27th Mac-Centric Event,0.04493621174745656,USB-C and Lightning headphones,0.0428522988349025,Still a virtual reality skeptic? Here's why you shouldn't be,0.039824003550356694,Introduction to release engineering,0.038610051187814784
446,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,-5784228041033890044,Time to Re-Think Design Thinking,0.45393897452148996,What do Design Thinking and Marketing have in common?,0.324529316598259,The Future of Business is Design,0.2855505317558845,What exactly is a design culture? ,0.28176475251410427,Design Kit: Prototyping,0.221198263495479
447,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,-7447329442374055391,MOBILE TIME - Nascem os primeiros chatbots brasileiros,0.4463457937771746,O início problemático dos chatbots no Facebook Messenger,0.4141304388946826,MOBILE TIME - Era dos bots abre inúmeras questões de ordem jurídica,0.3997305473037476,Olhando para o futuro: 5 pontos de atenção,0.39668609241430824,Confira as novidades apresentadas no Google I/O 2016,0.3949212497478384
448,O início problemático dos chatbots no Facebook Messenger,6090089162789916215,MOBILE TIME - Era dos bots abre inúmeras questões de ordem jurídica,0.4584815909113149,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.4377372338961313,"SINAIS do FUTURO imediato: #1, internet das coisas",0.4311763264899241,Confira as novidades apresentadas no Google I/O 2016,0.42774989109823186,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.42446212693980645
449,MOBILE TIME - Era dos bots abre inúmeras questões de ordem jurídica,3470393457385461859,O início problemático dos chatbots no Facebook Messenger,0.4584815909113149,"SINAIS do FUTURO imediato: #1, internet das coisas",0.4006323798698533,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,0.3997305473037476,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,0.3986104233853399,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.3932757662112546
450,HackerRank Women's CodeSprint 2016,-8464215556093549753,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",0.21283612866304633,Equal Pay Day in the spotlight this year,0.18090336752580954,The best-and worst-places to be a working woman,0.17030083793359044,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,0.15957768338169503,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,0.14993396258331138
451,Linus Torvalds: The mind behind Linux,5379671084978512851,Linus Torvalds: The mind behind Linux,0.9999999999999998,Linux at 25: Q&A With Linus Torvalds,0.20419682522970137,Windows Subsystem for Linux Overview,0.1468999369601427,19 Tips For Everyday Git Use,0.13239395011401814,"Remote code execution, git, and OS X",0.1199088961265813
452,How HTTP/2 is Changing Web Performance Best Practices,-8858741052589364245,Getting Ready For HTTP/2: A Guide For Web Designers And Developers - Smashing Magazine,0.7311966353845364,Implementing HTTP/2 in Production Environments,0.698512918474767,Building for HTTP/2,0.414664830747676,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",0.3887081534857396,Setting Up HTTP(S) Load Balancing,0.35506664720307607
453,Building for HTTP/2,8233465999590288609,Getting Ready For HTTP/2: A Guide For Web Designers And Developers - Smashing Magazine,0.43584718947925244,How HTTP/2 is Changing Web Performance Best Practices,0.414664830747676,Implementing HTTP/2 in Production Environments,0.3612434042140959,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",0.2924515567185035,Setting Up HTTP(S) Load Balancing,0.2414585721222062
454,Implementing HTTP/2 in Production Environments,-1249436522568155938,How HTTP/2 is Changing Web Performance Best Practices,0.698512918474767,Getting Ready For HTTP/2: A Guide For Web Designers And Developers - Smashing Magazine,0.6595932893073946,Building for HTTP/2,0.3612434042140959,Setting Up HTTP(S) Load Balancing,0.35716619973675906,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",0.3372788660095525
455,The new-world insurance agent,-4218676349553328084,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",0.4539414988719222,The insurance tech equation,0.4380976371614754,German insurance startup Clark closes €13.2M Series A,0.4093361766632949,InsurTech: changing the world of risk - Chris Skinner's blog,0.3347379849384256,How Blockchain Technology Can Improve the Insurance Industry,0.3196258877277888
456,We spent a week making Trello boards load extremely fast. Here's how we did it.,8676570915361993722,[Kanban Boards] Is Pinnery the Better Trello?,0.20796266758099902,How to create Trello cards from Slack.,0.20159613343701277,Failing model: Plastic Card + App and Card + Wallet Players?,0.1977329166613233,CSS Containment in Chrome 52 | Web Updates - Google Developers,0.19210096603999127,How to build cross-platform mobile apps using nothing more than a JSON markup,0.1760619697528005
457,These guys created an app that stops college students from using their phones - and it's so successful they dropped out of college,2879555397105020076,Code.org 2016 Annual Report,0.13507128854220235,Bots won't replace apps. Better apps will replace apps.,0.12673189339533789,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element",0.11715374844540434,WhatsApp just released desktop apps for Mac and Windows,0.11243224337410843,How Seesaw accidentally became a teacher's pet at 1/4 of US schools,0.10952854357745388
458,Ingenious Shirt Uses Recognizable Icons to Help Break Language Barriers When Traveling,-8980834789053459155,"Google Cloud Platform icons and sample architectural diagrams, for your designing pleasure",0.10856723587966334,How We Lost 47% of Our Users After a Redesign | Icons8,0.10096373986938079,So long MVP. Hello Minimum Loveable Product.,0.0781738655926012,10 Simple Habits of Insanely Productive People,0.07596998233568922,Why Digital Computers Can't Have Consciousness,0.07240282251063163
459,YouTube e as tendências de webvídeo - Startupi,153466256338950062,Olhando para o futuro: 5 pontos de atenção,0.4283879910662783,Especialistas trazem tendências de UX para 2017 - KingHost,0.4179946544197328,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.40103028995506307,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,0.39747781991459075,Black Friday salva o ano do e-commerce,0.3935505786577479
460,"Testes mostram um ótimo desempenho do ""Ubuntu on Windows""",6153710684104095269,Testes unitários vs aceitação - Android Dev BR,0.3346412673257075,"SINAIS do FUTURO imediato: #1, internet das coisas",0.2967899634843862,Criador do Ubuntu diz que o sistema soluciona o problema de segurança na Internet das Coisas,0.2889398906631483,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,0.2868545863275136,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.2839227133346049
461,Spring DAO vs Spring ORM vs Spring JDBC,6241723672990266258,How We Migrated Our Backend to Spring Boot in 3 Weeks - Stormpath User Identity API,0.4237139378251843,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",0.39231864230489394,Spring Boot 1.4 released,0.38860971383864773,Combining Spring Boot and JDBI,0.3689686193533331,Spring Boot 1.5.1 released,0.34158865981716546
462,The Black Death: The Greatest Catastrophe Ever,-5570256785328462468,Like It Is: Bob Dylan Explains What Really Killed Rock 'n' Roll,0.09761577088616165,Workplace diversity in Brazil: there's still a long way to go,0.09219167136109871,Hintjens.com,0.0881197709074084,Como a Netshoes se preparou para a Black Friday deste ano,0.08375536495830241,Big data's 'streetlight effect': where and how we look affects what we see,0.08210313183309403
463,"Remote code execution, git, and OS X",8042182000167325833,19 Tips For Everyday Git Use,0.5169460765132486,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,0.3890784683414357,Git for Windows accidentally creates NTFS alternate data streams,0.25020612726494446,Introducing Google Cloud Shell's new code editor,0.24289139231888016,What 2 Years of Android Development Have Taught Me the Hard Way - Thought's by Aritra Roy,0.17871632262054174
464,"""We will encourage you to develop the three great virtues of a programmer: laziness, impatience, and hubris""",8611448623643424872,Leveling Up Your JavaScript -,0.16351987820092453,12 JavaScript Hacks,0.14323432626285995,What Color is Your Function?,0.13505629204502925,The Top 10 Most Common Mistakes That Node.js Developers Make,0.1307320032232157,What to look for in a code review ,0.11507053937276472
465,Características de Arquiteturas Evolutivas,1116363438212354892,Arquitetura de Microserviços habilitando APIs - Sensedia,0.33612875536161024,Uma arquitetura de referência para a Internet das Coisas - Parte 1,0.324091217288399,"SINAIS do FUTURO imediato: #1, internet das coisas",0.28236571829751755,[Books] Biblioteca FIXE: Sugestões de Leitura,0.2773552914424403,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.2711578167263248
466,"Facebook sends a loud message about Messenger bots, but will we hear it?",1449689399273695199,Facebook Messenger bots are here and they want to kill apps,0.416817756877812,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,0.376721092630039,Introduction To Chatbots,0.3503524189234729,Behind Facebook Messenger's plan to be an app platform,0.34160412718790806,What the future will look like when we use chatbots instead of apps,0.32238548091571534
467,Browser Ball,-9041546321432974047,Now sites can fingerprint you online even when you use multiple browsers,0.12905921227759332,Sponsored: Five reasons why retailers should opt for digital receipts,0.11418788652329796,Browser Trends December 2016: Mobile Overtakes Desktop,0.1110569847027974,12 JavaScript Hacks,0.10754536667439017,Microsoft's mobile problem may not be a problem at all,0.09115274757232118
468,Cartórios Não Podem Recusar Registro De Filhos De Casais Homoafetivos,-6460613292182959076,Crianças esquecidas no carro: quando nem a tecnologia pode ajudar | Tecnoblog,0.16978258946780397,"SINAIS do FUTURO imediato: #1, internet das coisas",0.15590212464913863,O tênue equilíbrio da equipe que desenha produtos digitais,0.15528194999031866,Lista tem 15 dicas para Google Docs; teste,0.15411806127315447,Par de alianças impede que seu parceiro assista Netflix sem você,0.15094378467650493
469,Ebay's mobile Craigslist competitor Close5 has quietly grown to 7 million downloads,-8689461307495241608,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",0.22846141406485618,The Conversational Economy Part 1: What's Causing the Bot Craze?,0.12715412172339124,Mobile marketing statistics 2016,0.12137885298208614,Bots won't replace apps. Better apps will replace apps.,0.11536534855550967,WhatsApp just released desktop apps for Mac and Windows,0.11394529664607804
470,A day in the life of... Director of the Unexpected,1058260959930395162,Can Accenture Take Over Advertising?,0.2575040024820844,Campaigns Are Dead. Modern Marketing Is a Data Exchange,0.24765537384819342,State of the Digital Nation 2016,0.23436223109996687,We are on the verge of a consumer M&A avalanche,0.20534129599004747,How AI helps marketers tell better stories,0.2018235659087409
471,22 Mobile Stats Everyone Should Know - DZone Mobile,-1839591250599587429,Mobile marketing statistics 2016,0.49322159439709956,Amex Canada Discovers 68% More Mobile-Driven Conversions With Cross-Device Measurement,0.28726637193447335,Browser Trends December 2016: Mobile Overtakes Desktop,0.2772315904397889,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,0.22809797453350728,Six iconic retailers and their digital transformation journeys,0.22791520651719893
472,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,162771765556771108,Introduction To Chatbots,0.48590117154519225,Facebook Messenger bots are here and they want to kill apps,0.4535695566842581,What the future will look like when we use chatbots instead of apps,0.4473859379099276,Life Beyond Email: Chatbot Marketing,0.4232008516696598,You're Asking Too Much of Chat Bots. Just Let Them Grow Up,0.3980390251910282
473,Like It Is: Bob Dylan Explains What Really Killed Rock 'n' Roll,2925450084561574364,Introducing the new Google Play Music,0.20090971755145137,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,0.1446359066841932,The Spotify Blog,0.12743200773592733,Brand Marketing is a Growth Hack. Here's the Recipe,0.12300490399928285,The Hateful Eight (2015),0.12091873176731559
474,Linking the customer experience to value,-8194774279664546436,Why the customer experience matters,0.4618727595476295,Banking Needs a Customer Experience Wake-Up Call,0.4511328485907084,Developing a customer-experience vision,0.4347880389843606,Transforming life insurance with design thinking,0.39412216909116676,Using behavioral data to improve customer satisfaction,0.3556754747256962
475,WeChat's competitor to Slack has arrived,6850500272809381909,WeChat's world,0.5387830632548398,Google's artificial intelligence is going in the wrong direction,0.28865717709196215,Conversational Banking; from branches to bots. - Chatbots Magazine,0.27369002310991697,Bots won't replace apps. Better apps will replace apps.,0.26053948864240506,How do you sell SaaS software to enterprise businesses?,0.2186780059703161
476,"Finally, CSS In JavaScript! Meet CSSX - Smashing Magazine",-3760006690401014603,A Baseline for Hybrid Mobile Developers,0.26661927564004695,15 Interesting JavaScript and CSS Libraries for September 2016,0.2259097359061135,15 Interesting JavaScript and CSS Libraries for October 2016,0.19840816575722717,Leveling Up Your JavaScript -,0.19757715137658088,20+ Docs and Guides for Front-end Developers (No. 9),0.18706847099748866
477,Silicon Valley legend Bill Campbell has died - here is some of his best leadership advice,6309804346176212907,IBM Watson: Talking To An Ad,0.24735285922760922,Today in Apple history: Steve Jobs resigns as Apple CEO,0.18550320004127432,4 Reasons Managers Should Spend More Time on Coaching,0.1456735550091778,Digital Leadership Is Not an Optional Part of Being a CEO,0.13596964622941143,Today in Apple history: Steve Jobs passes away | Cult of Mac,0.1309939524370991
478,Could Iceland Embrace Crypto Before Anyone Else?,-4231142613423804992,Governments vs Bitcoin: A Fight For Control,0.140997884460343,Is FinTech Forcing Banking to a Tipping Point?,0.11342837303289838,Banks Need To Collaborate With Bitcoin and Fintech Developers,0.11335682095129922,A digital crack in banking's business model,0.11297756252945494,Blockchain Will Be Used By 15% of Big Banks By 2017,0.11162326788158347
479,Google CDN Beta is here... and it's already one of the fastest CDNs out there!,-9166778629773133902,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",0.22899176820538106,Google Cloud Platform for AWS Professionals,0.2170562879645606,Setting Up HTTP(S) Load Balancing,0.19437344354172112,Speed Up a WordPress Website in 8 Steps,0.18261592609409644,Google Ranking Factors: The Complete List,0.18067796143016776
480,Mining in Space Could Lead to Conflicts on Earth - Facts So Romantic - Nautilus,4804093434821394840,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview",0.33367953824960983,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,0.18335875265943208,SpaceX plans to debut Red Dragon with 2018 Mars mission,0.14125047570476182,"Reaching for the Stars, Across 4.37 Light-Years",0.13827840930938243,Get your apps and games ready for space with Google Play | Android Developers Blog,0.1370379099455968
481,Facebook Messenger's David Marcus on the rocky rollout of bots,-5867424949902842953,Facebook Messenger bots are here and they want to kill apps,0.39266135476761405,Introduction To Chatbots,0.38680403574483635,How will bots make money? Here are 7 business models,0.3682002768003424,Facebook's new Messenger bots are the slowest way to use the internet,0.35650821584918085,Facebook's new Messenger bots are the slowest way to use the internet,0.35650821584918085
482,Is machine learning the next commodity?,54678605145828343,How real businesses are using machine learning,0.4362039282692595,5 Skills You Need to Become a Machine Learning Engineer | Udacity,0.42199989837436236,Machine Learning Is No Longer Just for Experts,0.41273360368490625,Machine Learning for Designers,0.3799107823087834,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,0.37671185081940933
483,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,3268064929368559554,Iniciando com o Docker: Criando suas próprias imagens - Tableless,0.5815011918413483,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,0.4829249138152995,Your Docker Agenda for April,0.4800492258664215,Automate Docker with the Remote API and Ruby,0.4407687936415994,Containers - Clean up your House,0.43021189977207097
484,Airbnb bets on local with user-generated guidebooks and new neighborhood/home matching,-5798690764728257756,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,0.34642619528902474,What Is a Good Retention Rate for Online Software,0.3388315558335965,Serious Business: Is The Sharing Economy Good For Business?,0.21800442364913125,How Airbnb uses Machine Learning to Detect Host Preferences - Airbnb Engineering & Data Science,0.17876702892048038,The Pulse of a City - Uber Engineering Blog,0.12466764364816255
485,Platform Overview,-7879096649194981370,The Physical Web,0.21805461093359133,"Samsung, SapientRazorfish Show IoT Retail Approach At NRF",0.14422050528459943,Google Cloud Platform: The smart person's guide - TechRepublic,0.12887631858565257,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.12301394467014636,Most Interesting APIs in 2016: Cognitive Computing,0.12138573065606215
486,Google's official Project Wing logo revealed,-6192959589652486637,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile,0.2720345853641533,This is the flying chainsaw drone you knew was coming,0.2412067405575421,Drone believed to have hit British Airways flight 'may have been a plastic bag',0.20990015175806764,Alphabet testará drones de entrega nos Estados Unidos,0.17276845309465147,Conheça a patente do Google que prevê entregas por drones - Startupi,0.1709300902274103
487,Google Drive for Mac/PC just got better! Now sync only the subfolders you need.,207910079054861295,"Google Drive grows more powerful, feature by feature - TechRepublic",0.5702586046693586,Dial in with ease using the latest Google Calendar app for Android,0.3572248957676801,Add the Same File to Multiple Folders in Google Drive without Copying,0.31716515137955,"Choose the Google Docs, Sheets, and Slides files you want to access offline",0.3145800574154978,[Security] How to Set Expiration Dates for Shared Google Drive Files,0.3077698808251294
488,"Choose the Google Docs, Sheets, and Slides files you want to access offline",4338940510328721138,"Opening Google Docs, Sheets, and Slides files on mobile now easier when you're offline",0.7027698209004973,Dial in with ease using the latest Google Calendar app for Android,0.47970403521775895,Introducing Casting into Hangouts,0.3862145794711588,Accept questions from your audience when presenting in Google Slides,0.37592021226147027,Stay focused with Google Calendar event notifications in your browser,0.3596490109846444
489,A simple approach to PCI DSS compliance for Google Cloud Platform,-4233809085822159066,PCI Compliance & Drupal Commerce: Which Payment Gateway Should I Choose?,0.29433937489933465,Announcing pricing for Google Stackdriver,0.20692033669032445,Stackdriver Trace for App Engine is GA; app latency has nowhere to hide,0.19181247603853827,Final is a plaster on the gaping wound that is U.S. credit card security,0.16813481874939668,Monitor your application errors with Stackdriver Error Reporting,0.16571062183667182
490,UX - Como identificar o comportamento do usuário? - Tableless,2434296883874412747,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,0.35750840459322664,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,0.33905007924205705,Quando o Scrum irá falhar - Tableless,0.33674792088983896,Especialistas trazem tendências de UX para 2017 - KingHost,0.3344213981842708,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,0.3296005945444404
491,Ray Kurzweil Predicts Three Technologies Will Define Our Future,9217155070834564627,AI Revolution 101 - AI Revolution,0.3219416952937737,How to Think Exponentially and Better Predict the Future,0.31374867873395706,When Is the Singularity? Probably Not in Your Lifetime,0.23507723903369263,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,0.21552814947316717,The next AI is no AI,0.21029297290583615
492,Fábio Prado - Overview sobre índices - DBA Brasil 1.0,-9076501258717815738,DBA BRASIL no INTEROPMIX 2016,0.20530559065883017,"Webinário gratuito ""Como analisar um AWR Report""",0.19221907188088336,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.15292686866242142,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,0.14863260019736949,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,0.14445741773509746
493,Drupal 8.1.0 is now available,3575694866055127253,Dries Buytaert,0.7890478245855571,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0.7155313966995857,The Risks and Rewards of Fully Decoupling Drupal | Acquia,0.691478792843326,Choosing Modules and Themes for Drupal 8,0.6835995948125873,Drupal and ambitious digital experiences,0.6685355279809057
494,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up",-2871288807409592,Corporate venture growth in Brazil is another sign of a mature tech ecosystem,0.15937054887258828,Tech in Brazil is booming despite the country's political troubles,0.1425208072804972,Meet the new Brazilian consumer,0.13197202710704176,Latin America's chronic inefficiency could drive more O2O commerce growth,0.125556266745324,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals",0.10263660827482884
495,19 Tips For Everyday Git Use,8712996026808754180,"Remote code execution, git, and OS X",0.5169460765132486,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,0.4937108838723155,When to make a Git Commit,0.35645634926135505,Git for Windows accidentally creates NTFS alternate data streams,0.35607680228764954,Command-line utilities,0.3191384873289606
496,Developing iOS 9 Apps with Swift - Curso grátis de Stanford no iTunes U,-5315378314308323942,Google may be considering Swift for use on Android,0.2955967077211135,Apple Releases First Preview of Swift 3.0 for Developers,0.29347871506891854,Swift Top 10 Articles For The Past Year (v.2017),0.23180798310502,Top 100 Best Blogs for iOS Developers to Learn and Gain Insights,0.1988310031947464,C# vs. Swift - Iron Man vs. Captain America,0.19246413500704104
497,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine,6743199836219189414,Automate Docker with the Remote API and Ruby,0.5931025520012742,Containers - Clean up your House,0.5763849743952499,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,0.5730277818561278,Your Docker Agenda for April,0.556701808215825,"Use Docker to build, test and push your Artifacts",0.5514584911856152
498,MOBILE TIME - Nascem os primeiros chatbots brasileiros,4307023751244532288,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,0.4463457937771746,MOBILE TIME - Era dos bots abre inúmeras questões de ordem jurídica,0.39042721696623334,Especialistas trazem tendências de UX para 2017 - KingHost,0.389739694374249,O início problemático dos chatbots no Facebook Messenger,0.3895878542367278,Olhando para o futuro: 5 pontos de atenção,0.38798050496008485
499,"Every shot Kobe Bryant ever took. All 30,699 of them",1434312143013787309,Building a technical career path at Spotify,0.13003131944606547,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,0.0853239760901192,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",0.0847170251120343,"curso de branding, diferenciação e estratégia de marca",0.07352311597884116,Being A Developer After 40 - Free Code Camp,0.07175410991903057
500,Pinterest Reinvents Itself to Prove It's Really Worth Billions,-8311338126170554747,What Pinterest learned in two years working on its search engine,0.4676519709047678,"When not to quit, according to the founder of an $11 billion startup that took a while to get off the ground",0.4637004536686076,How Pinterest Uses Machine Learning To Keep Its Users Pinned,0.44291997327959876,Pinterest Acquires Read-It-Later App Instapaper,0.29914407131617526,Pinterest's Real-World Pins Let In-Store Shoppers Save Real Items to Virtual Boards,0.2450275640300526
501,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,-389749390447363927,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.45839554837410246,Confira as novidades apresentadas no Google I/O 2016,0.4356732546832372
502,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,-389749390447363927,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.45839554837410246,Confira as novidades apresentadas no Google I/O 2016,0.4356732546832372
503,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,-2220859822082318562,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.45839554837410246,Confira as novidades apresentadas no Google I/O 2016,0.4356732546832372
504,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,-2220859822082318562,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,1.0000000000000004,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.45839554837410246,Confira as novidades apresentadas no Google I/O 2016,0.4356732546832372
505,Copel faz propaganda genial sobre o Limite de Banda Larga residencial - Critical Hits,-2667874153709252756,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.35681447236996844,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,0.3554359876778398,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,0.33732969290754955,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.32641130480348185,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.3258491159359401
506,"Detecting the use of ""curl | bash"" server side",7933362470375280252,How to Install and Use the Linux Bash Shell on Windows 10,0.26535466409307124,Bash on Ubuntu on Windows - Download Now!,0.24820750268593497,Top 5 open source command shells for Linux,0.23193278288438654,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10,0.18311743028861474,How HTTP/2 is Changing Web Performance Best Practices,0.17090728669154512
507,Panels,-3653998742295730637,The Risks and Rewards of Fully Decoupling Drupal | Acquia,0.267837217820953,Using Display Suite in Drupal 8: How to Customize Content Pages - WebWash,0.2465535262557825,"Handling context in ""outside-in""",0.23490243069771802,Drupal 8.1.0 is now available,0.22091642878567586,Dries Buytaert,0.21632981263021886
508,Features,186710613029854965,Choosing Modules and Themes for Drupal 8,0.45360323350621334,14 Cool Drupal 8 modules for site builders | August 2016,0.4131931957538094,Drupal 8.1.0 is now available,0.410544121399229,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption",0.3659066340250935,Dries Buytaert,0.3595132991318478
